Large Load Bus Name,Substation,County,Bus Number,Bus Voltage,Load ID,Unique ID,Area Name/TSP,Capacity Ramp (MW),2026,2027,2028,2029,2030
IMPERL05T3_8,IMPERIAL,FORT BEND,44343,138,3,44343 3,CNP_TSP,,68.513,71.535,72.151,76.316,76.779
VILLCK_T09_8,VILLAGE CREEK,HARRIS,44272,138,2,44272 2,CNP_TSP,,64.998,67.136,71.546,75.281,78.792
VILLCK_R45_8,VILLAGE CREEK,HARRIS,44271,138,1,44271 1,CNP_TSP,,66.788,65.157,69.439,73.065,76.467
FRANZ___09B8,FRANZ,HARRIS,44260,138,4,44260 4,CNP_TSP,,76.531,77.247,77.924,78.571,79.218
FRANZ___09B8,FRANZ,HARRIS,44260,138,3,44260 3,CNP_TSP,,87.975,88.791,89.577,90.325,91.072
FLEWLN__B138,FLEWELLEN,FORT BEND,44230,138,1,44230 1,CNP_TSP,,86.308,88.133,89.282,89.87,90.41
FLEWLN__B138,FLEWELLEN,FORT BEND,44230,138,3,44230 3,CNP_TSP,,86.276,88.101,89.248,89.837,90.376
FLEWLN__B138,FLEWELLEN,FORT BEND,44230,138,2,44230 2,CNP_TSP,,81.156,82.87,83.948,84.497,85.006
CRABB_80T3_8,CRABB RIVER ROAD,FORT BEND,44173,138,3,44173 3,CNP_TSP,,80.367,83.887,86.105,91.642,93.298
BARKER_R78_8,BARKER,HARRIS,44051,138,2,44051 2,CNP_TSP,,77.841,78.49,79.148,79.807,80.476
ARCOLA_S82_8,ARCOLA,FORT BEND,44030,138,3,44030 3,CNP_TSP,,71.796,76.944,81.692,86.21,91.224
ARCOLA_S82_8,ARCOLA,FORT BEND,44030,138,2,44030 2,CNP_TSP,,83.042,89.009,94.507,99.727,105.515
ARCOLA_S82_8,ARCOLA,FORT BEND,44030,138,1,44030 1,CNP_TSP,,69.611,74.611,79.221,83.6,88.446
CORTEZ_X48B8,CORTEZ,BRAZORIA,43440,138,LI,43440 LI,CNP_TSP,,,,,,190
CORTEZ_X48B8,CORTEZ,BRAZORIA,43440,138,1,43440 1,CNP_TSP,,344.652,344.652,344.652,344.652,344.652
CORTEZ_X48B8,CORTEZ,BRAZORIA,43440,138,2,43440 2,CNP_TSP,,344.652,344.652,344.652,344.652,344.652
SOWYCK_S05_8,SOUTHWYCK,BRAZORIA,43260,138,2,43260 2,CNP_TSP,,70.276,71.749,73.174,74.529,75.282
SOWYCK_S05_8,SOUTHWYCK,BRAZORIA,43260,138,3,43260 3,CNP_TSP,,80.968,82.669,84.322,85.876,86.74
JONCRK__B345,JONES CREEK,BRAZORIA,42530,345,HY,42530 HY,CNP_TSP,,,,224,224,224
CNPN01__B345,CNPN01__B345,WHARTON,42490,345,N2,42490 N2,CNP_TSP,,,,608,608,608
CNPN02_X26B8,CNPN02_X26B8,BRAZORIA,41980,138,N2,41980 N2,CNP_TSP,,,,29,83,83
BAKER__X138B,BAKER__X138B,HARRIS,41550,138,N2,41550 N2,CNP_TSP,,,,,475,475
TARGA__X86B8,TARGA,CHAMBERS,40950,138,1,40950 1,CNP_TSP,,102.6,102.6,102.6,102.6,102.6
DIABOX_POI_8,DIAMOND SHAMROCK BATTLEGROUND,HARRIS,40480,138,1,40480 1,CNP_TSP,,90.63,90.63,90.63,90.63,90.63
CNPN04_X00B8,CNPN04_X00B8,HARRIS,40060,138,N2,40060 N2,CNP_TSP,,,,150,150,150
CEDARP_B345A,CEDAR BAYOU,CHAMBERS,40000,345,HY,40000 HY,CNP_TSP,,,,129.92,129.92,129.92
TNGMSBKACC1,GEMSBOK AC CUSTOMER SUBSTATION,WARD,38109,138,1,38109 1,TNMP_TSP,,143,143,143,143,143
BRYN_RELLIS,BRYN_RELLIS,BRAZOS,32780,138,N1,32780 N1,BRYN_TSP,,152,152,152,152,152
YUKONSUB_8,YUKONSUB_8,ECTOR,18711,138,1,18711 1,ONCOR_ED,,80,80,80,80,80
RAINWATR_P8,BPVAIL_P8,REEVES,18694,138,1,18694 1,ONCOR_ED,,71,100,100,120,115
ANGEL_P8,ANGEL_P8,REEVES,18667,138,1,18667 1,ONCOR_ED,,33.85,33.85,49.6,65.35,81.1
RACEWAY_P8,OXYDAC_P8,ECTOR,18663,138,X1,18663 X1,ONCOR_ED,,95,95,95,95,95
PARKVISTA1_8,PARKVISTA1_8,DENTON,15100,138,1,15100 1,ONCOR_ED,,96.446,96.446,96.446,96.446,96.446
JHNSONDR_P8,JHNSONDR_8,MIDLAND,11344,138,1,11344 1,ONCOR_ED,,179.4,202.56,202.15,198.87,162.7
LENORAH_8,LENORAH_8,MARTIN,11338,138,1,11338 1,ONCOR_ED,,102.9,102.9,102.9,102.9,102.9
PEMBERTN_8,PEMBERTN_8,MIDLAND,11226,138,1,11226 1,ONCOR_ED,,82.388,82.388,82.388,82.388,82.388
OLDMICHGN_P8,OLDMICHGN_P8,WINKLER,11223,138,1,11223 1,ONCOR_ED,,115,115,115,115,115
LONGPAST_T8,LONGPAST_T8,REEVES,11200,138,1,11200 1,ONCOR_ED,,101.65,94.643,88.079,82.491,75.395
LINDRNCH_S8,LINDRNCH2,WINKLER,11101,138,1,11101 1,ONCOR_ED,,89.89,89.89,101,101,101
THRMIDRW_8,THRMIDRW_8,WINKLER,11080,138,1,11080 1,ONCOR_ED,,62.468,65.563,68.85,72.332,75.91
FTBLOCKS_8,FTBLOCKS_8,PECOS,9424,138,1,9424 1,GOLDENSPREAD,,125,125,125,125,125
OXY_INGL4A,OXY-CHEM (DUPONT) PP-2,SAN PATRICIO,8818,138,S1,8818 S1,AEP_TCC,,142,142,142,142,142
CHENIRE4B,CHENIERE,SAN PATRICIO,8575,138,I2,8575 I2,AEP_TCC,,47.5,69,80,83,83
CHENIRE4A,CHENIERE,SAN PATRICIO,8568,138,I1,8568 I1,AEP_TCC,,47.5,69,80,83,83
UV_POD,Union Valley,HUNT,6981,138,1,6981 1,RYBRNTSP,,,,31.234,31.234,140.551
WMUNS_RC,WEST MUNSON,ROCKWALL,6888,138,1,6888 1,RYBRNTSP,,76.887,79.638,81.192,82.97,84.757
NWWYL_RC,Northwest Wylie,COLLIN,6851,138,1,6851 1,RYBRNTSP,,70.774,73.468,74.896,76.548,78.202
ABNTHWST4A,ABILENE NORTHWEST,TAYLOR,6228,138,X1,6228 X1,AEP_TNC,,200,200,200,200,200
WOH,WESTOVER HILLS,BEXAR,5488,138,2,5488 2,CPS_TSP,,76.243,83.057,84.106,85.165,87.304
TX_RSRCH,TEXAS RESEARCH,BEXAR,5430,138,3,5430 3,CPS_TSP,,82.588,91.305,99.482,109.16,111.671
SKYLIN3_8,SKYLINE BUS 3,BEXAR,5369,138,1,5369 1,CPS_TSP,,74.717,75.501,75.468,76.493,77.486
POTRANCO,POTRANCO,BEXAR,5346,138,3,5346 3,CPS_TSP,,72.522,79.252,79.998,81.883,82.945
MARTINEZ,MARTINEZ,BEXAR,5294,138,1,5294 1,CPS_TSP,,132.482,155.651,170.471,188.004,194.213
LASIERRA,LA SIERRA,BEXAR,5257,138,3,5257 3,CPS_TSP,,72.493,73.322,73.41,74.53,75.497
ENCINO,ENCINO PARK,BEXAR,5140,138,2,5140 2,CPS_TSP,,86.02,89.355,92.386,96.993,101.698
DEZAVALA,DEZAVALA RD,BEXAR,5125,138,4,5125 4,CPS_TSP,,78.566,79.535,79.517,80.615,81.661
CASTRVLL,CASTROVILLE,MEDINA,5083,138,1,5083 1,CPS_TSP,,52.724,56.955,65.234,74.546,75.681
ANDERSON,ANDERSON,BEXAR,5003,138,2,5003 2,CPS_TSP,,76.46,79.068,80.484,83.117,85.297
ANDERSON,ANDERSON,BEXAR,5003,138,3,5003 3,CPS_TSP,,107.781,111.457,113.453,117.165,120.238
MALLARD_8,MALLARD_8,WILLIAMSON,3693,138,1,3693 1,ONCOR_ED,,149,164,189,189,189
PINTAIL_8,PINTAIL_8,WILLIAMSON,3692,138,1,3692 1,ONCOR_ED,,156.867,307.411,490.209,499.676,501.585
TINROOF_8,TINROOF_8,BELL,3485,138,1,3485 1,ONCOR_ED,,300,300,300,300,300
PEPPERCRK_8,PEPPERCRK_8,BELL,3484,138,1,3484 1,ONCOR_ED,,168,168,220,220,220
MELTONBPOD_5,LEFTY_5,NAVARRO,3373,345,1,3373 1,ONCOR_ED,,650,1000,1000,1000,1000
RICHCLLN1_8,RICHCLLN1_8,DALLAS,2686,138,3,2686 3,ONCOR_ED,,84.882,84.882,85.869,86.856,86.856
PEBBLCRK_8,PEBBLCRK_8,ELLIS,2229,138,1,2229 1,ONCOR_ED,,261,261,261,261,261
ATMEL2_T8,ATMEL2_T8,DALLAS,1997,138,1,1997 1,ONCOR_ED,,78.3,93.9,93.9,93.9,93.9
ATMEL1_T8,ATMEL1_T8,DALLAS,1996,138,1,1996 1,ONCOR_ED,,74.776,89.674,89.674,89.674,89.674
ARUBA1_8,ARUBA1_8,MIDLAND,1226,138,1,1226 1,ONCOR_ED,,96,96,96,96,96
SUN_8,SUN_8,SCURRY,1064,138,2,1064 2,ONCOR_ED,,108.73,114.164,119.866,125.838,132.133
WHITEDUNE_P8,WHITEDUNE_P8,WINKLER,18692,138,X1,18692 X1,ONCOR_ED,,300,300,300,300,300
BRIDGEPORT,BRIDGEPORT,WISE,600,138,1,600 1,BEPC_TSP,,9.112,9.387,83.448,84.7,85.9
LOOP9_2_P8,LOOP9_2_P8,Ellis,12846,138,3,12846 3,ONCOR_ED,,85.5,145,150,150,150
LOOP9_1_P8,LOOP9_1_P8,Ellis,12845,138,1,12845 1,ONCOR_ED,,85.5,145,150,150,150
